protein1_id	protein2_id	gene1	gene2	sources	hpa_datasets	gold_record_count	methods	publications	supporting_structures	n_ddi	n_dmi	ddi	dmi
Q06265	Q13868	EXOSC9	EXOSC2	Human Protein Atlas (HPA)	intact_biogrid	0				5	0	PF01138(Exoribonuclease, phosphorolytic domain 1)--PF00013(K Homology domain, type 1)[pdb=24] | PF01138(Exoribonuclease, phosphorolytic domain 1)--PF14382(Exosome complex component, N-terminal domain)[pdb=32] | PF01138(Exoribonuclease, phosphorolytic domain 1)--PF21266(RRP4, S1 domain)[pdb=30] | PF03725(Exoribonuclease, phosphorolytic domain 2)--PF00013(K Homology domain, type 1)[pdb=2] | PF03725(Exoribonuclease, phosphorolytic domain 2)--PF14382(Exosome complex component, N-terminal domain)[pdb=35]	
Q06265	Q15024	EXOSC9	EXOSC7	Human Protein Atlas (HPA)	intact_biogrid	0				4	0	PF01138(Exoribonuclease, phosphorolytic domain 1)--PF01138(Exoribonuclease, phosphorolytic domain 1)[pdb=416] | PF01138(Exoribonuclease, phosphorolytic domain 1)--PF03725(Exoribonuclease, phosphorolytic domain 2)[pdb=657] | PF03725(Exoribonuclease, phosphorolytic domain 2)--PF01138(Exoribonuclease, phosphorolytic domain 1)[pdb=657] | PF03725(Exoribonuclease, phosphorolytic domain 2)--PF03725(Exoribonuclease, phosphorolytic domain 2)[pdb=169]	
Q06265	Q5RKV6	EXOSC9	EXOSC6	PDB		1	EM		9G8M	2	0	PF01138(Exoribonuclease, phosphorolytic domain 1)--PF01138(Exoribonuclease, phosphorolytic domain 1)[pdb=416] | PF03725(Exoribonuclease, phosphorolytic domain 2)--PF01138(Exoribonuclease, phosphorolytic domain 1)[pdb=657]	
Q06265	Q96B26	EXOSC9	EXOSC8	PDB		1	EM		9G8M;9G8N;9G8O;9G8P	4	0	PF01138(Exoribonuclease, phosphorolytic domain 1)--PF01138(Exoribonuclease, phosphorolytic domain 1)[pdb=416] | PF01138(Exoribonuclease, phosphorolytic domain 1)--PF03725(Exoribonuclease, phosphorolytic domain 2)[pdb=657] | PF03725(Exoribonuclease, phosphorolytic domain 2)--PF01138(Exoribonuclease, phosphorolytic domain 1)[pdb=657] | PF03725(Exoribonuclease, phosphorolytic domain 2)--PF03725(Exoribonuclease, phosphorolytic domain 2)[pdb=169]	
Q06265	Q9NPD3	EXOSC9	EXOSC4	Human Protein Atlas (HPA);PDB	intact_biogrid	1	EM;X-ray		2NN6;6D6Q;6D6R;6H25;9G8M;9G8N;9G8O;9G8P	4	0	PF01138(Exoribonuclease, phosphorolytic domain 1)--PF01138(Exoribonuclease, phosphorolytic domain 1)[pdb=416] | PF01138(Exoribonuclease, phosphorolytic domain 1)--PF03725(Exoribonuclease, phosphorolytic domain 2)[pdb=657] | PF03725(Exoribonuclease, phosphorolytic domain 2)--PF01138(Exoribonuclease, phosphorolytic domain 1)[pdb=657] | PF03725(Exoribonuclease, phosphorolytic domain 2)--PF03725(Exoribonuclease, phosphorolytic domain 2)[pdb=169]	
Q06265	Q9NQT4	EXOSC9	EXOSC5	PDB		1	EM;X-ray		2NN6;6D6Q;6D6R;6H25;9G8M;9G8N;9G8O;9G8P	4	0	PF01138(Exoribonuclease, phosphorolytic domain 1)--PF01138(Exoribonuclease, phosphorolytic domain 1)[pdb=416] | PF01138(Exoribonuclease, phosphorolytic domain 1)--PF03725(Exoribonuclease, phosphorolytic domain 2)[pdb=657] | PF03725(Exoribonuclease, phosphorolytic domain 2)--PF01138(Exoribonuclease, phosphorolytic domain 1)[pdb=657] | PF03725(Exoribonuclease, phosphorolytic domain 2)--PF03725(Exoribonuclease, phosphorolytic domain 2)[pdb=169]	
Q06265	Q9NQT5	EXOSC9	EXOSC3	PDB		1	EM;X-ray		2NN6;6D6Q;6D6R;6H25;9G8M;9G8N;9G8O;9G8P	4	0	PF01138(Exoribonuclease, phosphorolytic domain 1)--PF00013(K Homology domain, type 1)[pdb=24] | PF01138(Exoribonuclease, phosphorolytic domain 1)--PF21261(Exosome complex component RRP40, N-terminal domain)[pdb=4] | PF03725(Exoribonuclease, phosphorolytic domain 2)--PF00013(K Homology domain, type 1)[pdb=2] | PF03725(Exoribonuclease, phosphorolytic domain 2)--PF21261(Exosome complex component RRP40, N-terminal domain)[pdb=3]	
Q06265	Q9Y3B2	EXOSC9	EXOSC1	Human Protein Atlas (HPA)	intact_biogrid	0				3	0	PF01138(Exoribonuclease, phosphorolytic domain 1)--PF10447(Exosome complex component CSL4, C-terminal)[pdb=34] | PF01138(Exoribonuclease, phosphorolytic domain 1)--PF14382(Exosome complex component, N-terminal domain)[pdb=32] | PF03725(Exoribonuclease, phosphorolytic domain 2)--PF14382(Exosome complex component, N-terminal domain)[pdb=35]	
Q06330	Q14469	RBPJ	HES1	BioGRID		1	Co-crystal Structure	19866488		0	0		
Q06330	Q96ST3	RBPJ	SIN3A	BioGRID		1	Reconstituted Complex	10644367		0	0		
Q06330	Q96T58	RBPJ	SPEN	BioGRID;CORUM;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex;electrophoretic mobility supershift assay	12374742		0	0		
Q06330	Q9Y618	RBPJ	NCOR2	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
Q06413	Q09472	MEF2C	EP300	BioGRID		1	Reconstituted Complex	9001254		0	0		
Q06413	Q15596	MEF2C	NCOA2	BioGRID		2	Reconstituted Complex	12130539		0	0		
Q06413	Q8WUI4	MEF2C	HDAC7	BioGRID		2	Reconstituted Complex	11279209		0	0		
Q06413	Q9UKV0	MEF2C	HDAC9	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
Q06413	Q9UQL6	MEF2C	HDAC5	BioGRID;CORUM		1	Reconstituted Complex;coimmunoprecipitation;flag tag;western blot	10737771;11279209		0	0		
Q06546	Q09472	GABPA	EP300	BioGRID		3	Reconstituted Complex	16581781;9990060		0	0		
Q06587	Q14781	RING1	CBX2	BioGRID		1	Reconstituted Complex	10369680		1	0	PF16207(RAWUL domain)--PF17218(CBX family C-terminal motif)[pdb=4]	
Q06587	Q3KNV8	RING1	PCGF3	CORUM;Human Protein Atlas (HPA)	intact_biogrid	0	chromatography technology;coimmunoprecipitation	26151332		2	0	PF13639(Zinc finger, RING-type)--PF13639(Zinc finger, RING-type)[pdb=4] | PF16207(RAWUL domain)--PF16207(RAWUL domain)[pdb=5]	
Q06587	Q6W2J9	RING1	BCOR	Human Protein Atlas (HPA)	biogrid_opencell	0				1	0	PF16207(RAWUL domain)--PF16553(BCL-6 corepressor, PCGF1 binding domain)[pdb=5]	
Q06587	Q86SE9	RING1	PCGF5	CORUM;Human Protein Atlas (HPA)	intact_biogrid_bioplex	0	chromatography technology;coimmunoprecipitation	26151332		2	0	PF13639(Zinc finger, RING-type)--PF13639(Zinc finger, RING-type)[pdb=4] | PF16207(RAWUL domain)--PF16207(RAWUL domain)[pdb=5]	
Q06587	Q8IY57	RING1	YAF2	Human Protein Atlas (HPA)	intact_biogrid_bioplex	0				1	0	PF16207(RAWUL domain)--PF17219(Yaf2/RYBP C-terminal binding motif)[pdb=10]	
Q06587	Q8N488	RING1	RYBP	BioGRID;Human Protein Atlas (HPA)	intact_biogrid_bioplex	2	Reconstituted Complex	10369680;16943429		1	0	PF16207(RAWUL domain)--PF17219(Yaf2/RYBP C-terminal binding motif)[pdb=10]	
Q06587	Q93009	RING1	USP7	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex	20800574		0	0		
Q06587	Q99496	RING1	RNF2	BioGRID;Human Protein Atlas (HPA)	intact_biogrid_opencell	3	Reconstituted Complex	16359901;16943429;21596310		2	0	PF13639(Zinc finger, RING-type)--PF13639(Zinc finger, RING-type)[pdb=4] | PF16207(RAWUL domain)--PF16207(RAWUL domain)[pdb=5]	
Q06587	Q9BSM1	RING1	PCGF1	BioGRID;CORUM;Human Protein Atlas (HPA)	intact_biogrid_bioplex	1	Reconstituted Complex;chromatography technology;coimmunoprecipitation	16943429;26151332		2	0	PF13639(Zinc finger, RING-type)--PF13639(Zinc finger, RING-type)[pdb=4] | PF16207(RAWUL domain)--PF16207(RAWUL domain)[pdb=5]	
Q06587	Q9BYE7	RING1	PCGF6	CORUM;Human Protein Atlas (HPA)	intact_biogrid_bioplex	0	chromatography technology;coimmunoprecipitation	26151332		2	0	PF13639(Zinc finger, RING-type)--PF13639(Zinc finger, RING-type)[pdb=4] | PF16207(RAWUL domain)--PF16207(RAWUL domain)[pdb=5]	
Q06587	Q9HC52	RING1	CBX8	Human Protein Atlas (HPA)	intact_biogrid	0				1	0	PF16207(RAWUL domain)--PF17218(CBX family C-terminal motif)[pdb=4]	
Q06609	Q12888	RAD51	TP53BP1	BioGRID		2	Reconstituted Complex	17984114		0	0		
Q06609	Q14676	RAD51	MDC1	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex	16186822		0	0		
Q06609	Q5VTR2	RAD51	RNF20	BioGRID		1	Reconstituted Complex	37230987		0	0		
Q06609	Q92466	RAD51	DDB2	BioGRID		1	Reconstituted Complex	31541611		0	0		
Q06609	Q96PU4	RAD51	UHRF2	BioGRID		1	Far Western	21952639		0	0		
Q06609	Q99728	RAD51	BARD1	BioGRID		4	Far Western;Reconstituted Complex	28976962;32347575		0	0		
Q06609	Q9BZ95	RAD51	NSD3	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
Q06609	Q9NS56	RAD51	TOPORS	BioGRID		1	Reconstituted Complex	35061896		0	0		
Q06609	Q9Y620	RAD51	RAD54B	BioGRID		2	Reconstituted Complex	10851248;18718930		0	0		
Q06710	Q09472	PAX8	EP300	BioGRID		1	Reconstituted Complex	10924503		0	0		
Q06732	Q13263	ZNF33B	TRIM28	Human Protein Atlas (HPA)	biogrid_bioplex	0				0	0		
Q07666	Q08211	KHDRBS1	DHX9	BioGRID;Human Protein Atlas (HPA)	intact_biogrid_opencell	1	Reconstituted Complex	10951562		0	0		
Q07666	Q92793	KHDRBS1	CREBBP	BioGRID		2	Reconstituted Complex	12496368		0	0		
Q07869	Q09472	PPARA	EP300	BioGRID		1	Reconstituted Complex	10336495		0	0		
Q07869	Q13133	PPARA	NR1H3	BioGRID;CORUM;Human Protein Atlas (HPA)	intact_biogrid	3	Reconstituted Complex;surface plasmon resonance	15722453;8621574		4	0	PF00104(Nuclear hormone receptor, ligand-binding domain)--PF00104(Nuclear hormone receptor, ligand-binding domain)[pdb=1205] | PF00104(Nuclear hormone receptor, ligand-binding domain)--PF00105(Zinc finger, nuclear hormone receptor-type)[pdb=16] | PF00105(Zinc finger, nuclear hormone receptor-type)--PF00104(Nuclear hormone receptor, ligand-binding domain)[pdb=16] | PF00105(Zinc finger, nuclear hormone receptor-type)--PF00105(Zinc finger, nuclear hormone receptor-type)[pdb=80]	
Q07869	Q15596	PPARA	NCOA2	BioGRID;CORUM		1	Reconstituted Complex;coimmunoprecipitation	15888456;31851938		2	1	PF00104(Nuclear hormone receptor, ligand-binding domain)--PF08832(Nuclear receptor coactivator, receptor-binding domain)[pdb=62] | PF00104(Nuclear hormone receptor, ligand-binding domain)--PF16279(Nuclear receptor coactivator 2/3, DUF4927)[pdb=2]	Q15596:LIG_NRBOX--PF00104(Nuclear hormone receptor, ligand-binding domain)
Q07869	Q15788	PPARA	NCOA1	BioGRID;PDB		4	Co-crystal Structure;Reconstituted Complex;X-ray	11698662;15888456;9626662	1K7L;2NPA;2P54;3ET1;3FEI;3G8I;5AZT;6L96;7BPY;7BPZ;7BQ0;7BQ1;7BQ2;7BQ3;7BQ4;7C6Q;8HUK;8HUQ	1	0	PF00104(Nuclear hormone receptor, ligand-binding domain)--PF08832(Nuclear receptor coactivator, receptor-binding domain)[pdb=62]	
Q07869	Q3L8U1	PPARA	CHD9	BioGRID		1	Reconstituted Complex	16554032		0	0		
Q07869	Q76L83	PPARA	ASXL2	CORUM		0	gst pull down	21047783		0	0		
Q07869	Q8N6T7	PPARA	SIRT6	CORUM		0	chromatin immunoprecipitation assay;coimmunoprecipitation	31851938		0	0		
Q07869	Q92793	PPARA	CREBBP	PDB		1	X-ray		9IWL	0	1		Q92793:LIG_NRBOX--PF00104(Nuclear hormone receptor, ligand-binding domain)
Q07869	Q96EB6	PPARA	SIRT1	BioGRID		2	Reconstituted Complex	19356714		0	0		
Q07869	Q9UBK2	PPARA	PPARGC1A	BioGRID;PDB		2	Reconstituted Complex;X-ray	10669761	6KXX;6KXY	0	1		Q9UBK2:LIG_NRBOX--PF00104(Nuclear hormone receptor, ligand-binding domain)
Q07869	Q9Y618	PPARA	NCOR2	BioGRID;Human Protein Atlas (HPA);PDB	intact_biogrid	2	Co-crystal Structure;X-ray	11845213	1KKQ;9IWJ	0	0		
Q07869	Q9Y6Q9	PPARA	NCOA3	BioGRID		1	Reconstituted Complex	15888456		2	0	PF00104(Nuclear hormone receptor, ligand-binding domain)--PF08832(Nuclear receptor coactivator, receptor-binding domain)[pdb=62] | PF00104(Nuclear hormone receptor, ligand-binding domain)--PF16279(Nuclear receptor coactivator 2/3, DUF4927)[pdb=2]	
Q07955	Q15287	SRSF1	RNPS1	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
Q07955	Q15424	SRSF1	SAFB	BioGRID		1	Reconstituted Complex	9671816		0	0		
Q07955	Q86X95	SRSF1	CIRSR	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
Q08050	Q16665	FOXM1	HIF1A	BioGRID		1	Reconstituted Complex	19097132		0	0		
Q08050	Q92793	FOXM1	CREBBP	BioGRID		1	Reconstituted Complex	28387346		0	0		
Q08050	Q93009	FOXM1	USP7	BioGRID		1	Reconstituted Complex	37291217		0	0		
Q08050	Q96EB6	FOXM1	SIRT1	BioGRID		1	Reconstituted Complex	27542221		0	0		
Q08050	Q9UK80	FOXM1	USP21	BioGRID		1	Reconstituted Complex	30865895		0	0		
Q08211	Q08945	DHX9	SSRP1	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q08211	Q13247	DHX9	SRSF6	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q08211	Q92841	DHX9	DDX17	Human Protein Atlas (HPA)	biogrid_opencell	0				8	0	PF00035(Double-stranded RNA-binding domain)--PF00271(Helicase, C-terminal domain-like)[pdb=5] | PF00270(DEAD/DEAH-box helicase domain)--PF00270(DEAD/DEAH-box helicase domain)[pdb=62] | PF00270(DEAD/DEAH-box helicase domain)--PF00271(Helicase, C-terminal domain-like)[pdb=566] | PF00271(Helicase, C-terminal domain-like)--PF00270(DEAD/DEAH-box helicase domain)[pdb=566] | PF00271(Helicase, C-terminal domain-like)--PF00271(Helicase, C-terminal domain-like)[pdb=29] | PF04408(Helicase associated domain (HA2), winged-helix domain)--PF00270(DEAD/DEAH-box helicase domain)[pdb=73] | PF04408(Helicase associated domain (HA2), winged-helix domain)--PF00271(Helicase, C-terminal domain-like)[pdb=8] | PF07717(DEAD-box helicase, OB fold)--PF00271(Helicase, C-terminal domain-like)[pdb=111]	
Q08211	Q99873	DHX9	PRMT1	BioGRID;Human Protein Atlas (HPA)	intact_biogrid	1	Reconstituted Complex	15084609		0	0		
Q08211	Q9H7E2	DHX9	TDRD3	BioGRID		1	Reconstituted Complex	34329467		0	0		
Q08211	Q9NR30	DHX9	DDX21	Human Protein Atlas (HPA)	intact_biogrid_opencell	0				8	0	PF00035(Double-stranded RNA-binding domain)--PF00271(Helicase, C-terminal domain-like)[pdb=5] | PF00270(DEAD/DEAH-box helicase domain)--PF00270(DEAD/DEAH-box helicase domain)[pdb=62] | PF00270(DEAD/DEAH-box helicase domain)--PF00271(Helicase, C-terminal domain-like)[pdb=566] | PF00271(Helicase, C-terminal domain-like)--PF00270(DEAD/DEAH-box helicase domain)[pdb=566] | PF00271(Helicase, C-terminal domain-like)--PF00271(Helicase, C-terminal domain-like)[pdb=29] | PF04408(Helicase associated domain (HA2), winged-helix domain)--PF00270(DEAD/DEAH-box helicase domain)[pdb=73] | PF04408(Helicase associated domain (HA2), winged-helix domain)--PF00271(Helicase, C-terminal domain-like)[pdb=8] | PF07717(DEAD-box helicase, OB fold)--PF00271(Helicase, C-terminal domain-like)[pdb=111]	
Q08211	Q9UBB5	DHX9	MBD2	BioGRID		2	Reconstituted Complex	12665568		0	0		
Q08211	Q9ULX6	DHX9	AKAP8L	BioGRID		2	Reconstituted Complex	10748171;11402034		0	0		
Q08211	Q9Y5S9	DHX9	RBM8A	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q08945	Q13185	SSRP1	CBX3	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q08945	Q14839	SSRP1	CHD4	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q08945	Q15291	SSRP1	RBBP5	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q08945	Q16531	SSRP1	DDB1	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q08945	Q16778	SSRP1	H2BC21	Human Protein Atlas (HPA)	intact_biogrid	0				1	0	PF08512(Histone chaperone RTT106/FACT complex subunit SPT16-like, middle domain)--PF00125(Core Histone H2A/H2B/H3 domain)[pdb=11]	
Q08945	Q69YN4	SSRP1	VIRMA	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q08945	Q6PD62	SSRP1	CTR9	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q08945	Q7KZ85	SSRP1	SUPT6H	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q08945	Q8IUE6	SSRP1	H2AC21	Human Protein Atlas (HPA)	biogrid_opencell	0				2	0	PF08512(Histone chaperone RTT106/FACT complex subunit SPT16-like, middle domain)--PF00125(Core Histone H2A/H2B/H3 domain)[pdb=11] | PF08512(Histone chaperone RTT106/FACT complex subunit SPT16-like, middle domain)--PF16211(Histone H2A, C-terminal domain)[pdb=1]	
Q08945	Q8N257	SSRP1	H2BC26	Human Protein Atlas (HPA)	biogrid_bioplex	0				1	0	PF08512(Histone chaperone RTT106/FACT complex subunit SPT16-like, middle domain)--PF00125(Core Histone H2A/H2B/H3 domain)[pdb=11]	
Q08945	Q8N7H5	SSRP1	PAF1	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q08945	Q8WVC0	SSRP1	LEO1	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q08945	Q8WWQ0	SSRP1	PHIP	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q08945	Q96A08	SSRP1	H2BC1	Human Protein Atlas (HPA)	biogrid_bioplex	0				1	0	PF08512(Histone chaperone RTT106/FACT complex subunit SPT16-like, middle domain)--PF00125(Core Histone H2A/H2B/H3 domain)[pdb=11]	
Q08945	Q96HA7	SSRP1	TONSL	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q08945	Q96T23	SSRP1	RSF1	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q08945	Q9NPI1	SSRP1	BRD7	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q08945	Q9NR30	SSRP1	DDX21	Human Protein Atlas (HPA)	intact_biogrid_opencell	0				0	0		
Q08945	Q9P0M6	SSRP1	MACROH2A2	Human Protein Atlas (HPA)	biogrid_opencell	0				2	0	PF08512(Histone chaperone RTT106/FACT complex subunit SPT16-like, middle domain)--PF00125(Core Histone H2A/H2B/H3 domain)[pdb=11] | PF08512(Histone chaperone RTT106/FACT complex subunit SPT16-like, middle domain)--PF16211(Histone H2A, C-terminal domain)[pdb=1]	
Q08945	Q9UKV3	SSRP1	ACIN1	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q08945	Q9UPN9	SSRP1	TRIM33	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q08945	Q9Y2W1	SSRP1	THRAP3	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q08945	Q9Y5B9	SSRP1	SUPT16H	BioGRID;CORUM;Human Protein Atlas (HPA);PDB	intact_biogrid_opencell_bioplex	3	EM;Reconstituted Complex;anti bait coimmunoprecipitation	10421373;12393879	6UPK;6UPL;9EH2	6	0	PF03531(SSRP1, dimerization domain)--PF08644(FACT complex subunit SPT16, middle domain)[pdb=7] | PF08512(Histone chaperone RTT106/FACT complex subunit SPT16-like, middle domain)--PF08512(Histone chaperone RTT106/FACT complex subunit SPT16-like, middle domain)[pdb=2] | PF08512(Histone chaperone RTT106/FACT complex subunit SPT16-like, middle domain)--PF08644(FACT complex subunit SPT16, middle domain)[pdb=5] | PF17292(FACT complex subunit SSRP1/POB3, N-terminal PH domain)--PF08644(FACT complex subunit SPT16, middle domain)[pdb=7] | PF21103(FACT complex subunit SSRP1-like, first PH domain)--PF08512(Histone chaperone RTT106/FACT complex subunit SPT16-like, middle domain)[pdb=14] | PF21103(FACT complex subunit SSRP1-like, first PH domain)--PF08644(FACT complex subunit SPT16, middle domain)[pdb=1]	
Q08ER8	Q13263	ZNF543	TRIM28	Human Protein Atlas (HPA)	biogrid_bioplex	0				0	0		
Q08J23	Q9Y4Z2	NSUN2	NEUROG3	Human Protein Atlas (HPA)	biogrid_bioplex	0				0	0		
Q09028	Q12830	RBBP4	BPTF	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q09028	Q12873	RBBP4	CHD3	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q09028	Q13111	RBBP4	CHAF1A	Human Protein Atlas (HPA);PDB	biogrid_opencell	1	EM;X-ray		7Y5K;7Y5L;7Y5O;7Y5U;7Y5V;8IQF;8IQG	3	0	PF00400(WD40 repeat)--PF12253(Chromatin assembly factor 1 subunit A, dimerization domain)[pdb=12] | PF00400(WD40 repeat)--PF15539(Chromatin assembly factor 1 subunit p150, C-terminal)[pdb=11] | PF12265(Histone-binding protein RBBP4-like, N-terminal)--PF12253(Chromatin assembly factor 1 subunit A, dimerization domain)[pdb=11]	
Q09028	Q13112	RBBP4	CHAF1B	PDB		1	X-ray		7Y5O	2	0	PF00400(WD40 repeat)--PF00400(WD40 repeat)[pdb=14305] | PF12265(Histone-binding protein RBBP4-like, N-terminal)--PF00400(WD40 repeat)[pdb=103]	
Q09028	Q13185	RBBP4	CBX3	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q09028	Q13330	RBBP4	MTA1	BioGRID;Human Protein Atlas (HPA);PDB	intact_biogrid	6	Co-crystal Structure;EM;X-ray;Reconstituted Complex	24920672;27098840;33264408	4PBY;4PBZ;4PC0;5FXY;6G16;6ZRC;6ZRD;7AOA	2	0	PF00400(WD40 repeat)--PF17226(Metastasis-associated protein MTA1, R1 domain)[pdb=23] | PF12265(Histone-binding protein RBBP4-like, N-terminal)--PF17226(Metastasis-associated protein MTA1, R1 domain)[pdb=10]	
Q09028	Q13547	RBBP4	HDAC1	BioGRID;Human Protein Atlas (HPA)	intact_biogrid_opencell	2	Reconstituted Complex	11470869		0	0		
Q09028	Q14839	RBBP4	CHD4	BioGRID;Human Protein Atlas (HPA)	biogrid_opencell	1	Reconstituted Complex	9790534		0	0		
Q09028	Q149N8	RBBP4	SHPRH	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q09028	Q15022	RBBP4	SUZ12	BioGRID;Human Protein Atlas (HPA);PDB	biogrid_opencell	3	EM;X-ray;Reconstituted Complex	15225548	5WAI;5WAK;6C23;6C24;6NQ3;6WKR;7KSO;7KSR;7KTP;8EQV;8FYH;8T9G;8TAS;8TB9;8VMI;8VML;8VNV;8VNZ;9C8U;9DCH	2	0	PF00400(WD40 repeat)--PF09733(Polycomb protein, VEFS-Box)[pdb=54] | PF12265(Histone-binding protein RBBP4-like, N-terminal)--PF09733(Polycomb protein, VEFS-Box)[pdb=8]	
Q09028	Q15910	RBBP4	EZH2	BioGRID;Human Protein Atlas (HPA)	biogrid_opencell	1	Reconstituted Complex	21123648		1	0	PF00400(WD40 repeat)--PF11616(Histone-lysine N-methyltransferase EZH1/EZH2, N-terminal)[pdb=56]	
Q09028	Q16576	RBBP4	RBBP7	Human Protein Atlas (HPA)	biogrid_opencell	0				4	0	PF00400(WD40 repeat)--PF00400(WD40 repeat)[pdb=14305] | PF00400(WD40 repeat)--PF12265(Histone-binding protein RBBP4-like, N-terminal)[pdb=103] | PF12265(Histone-binding protein RBBP4-like, N-terminal)--PF00400(WD40 repeat)[pdb=103] | PF12265(Histone-binding protein RBBP4-like, N-terminal)--PF12265(Histone-binding protein RBBP4-like, N-terminal)[pdb=1]	
Q09028	Q17R98	RBBP4	ZNF827	BioGRID;PDB		3	Co-crystal Structure;Reconstituted Complex;X-ray	30045876	5XXQ	0	0		
Q09028	Q4LE39	RBBP4	ARID4B	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q09028	Q5PSV4	RBBP4	BRMS1L	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q09028	Q5T6S3	RBBP4	PHF19	PDB		1	X-ray		6NQ3	0	0		
Q09028	Q6MZP7	RBBP4	LIN54	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q09028	Q6ZN18	RBBP4	AEBP2	BioGRID;Human Protein Atlas (HPA);PDB	intact_biogrid	2	EM;X-ray;Reconstituted Complex	15225548	5WAI;6C23;6C24;6WKR;7KSO;8EQV;8FYH;8T9G;8TAS;8TB9;8VMI;8VML;8VNV;8VNZ;9C8U;9DCH	0	0		
Q09028	Q86YP4	RBBP4	GATAD2A	BioGRID;Human Protein Atlas (HPA)	biogrid_opencell	1	Reconstituted Complex	16738318		0	0		
Q09028	Q8IX07	RBBP4	ZFPM1	BioGRID;Human Protein Atlas (HPA);IntAct;PDB	intact_biogrid	8	Co-crystal Structure;Reconstituted Complex;X-ray;isothermal titration calorimetry;pull down;surface plasmon resonance;x-ray crystallography	21047798	2XU7	0	0		
Q09028	Q8WXI9	RBBP4	GATAD2B	BioGRID;Human Protein Atlas (HPA)	biogrid_opencell	2	Reconstituted Complex	11756549;16738318		0	0		
Q09028	Q92769	RBBP4	HDAC2	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q09028	Q92793	RBBP4	CREBBP	BioGRID		1	Reconstituted Complex	10866654		0	0		
Q09028	Q96KM6	RBBP4	ZNF512B	Human Protein Atlas (HPA);PDB	biogrid_opencell	1	X-ray		8TX8	0	0		
Q09028	Q96ST3	RBBP4	SIN3A	BioGRID		1	Reconstituted Complex	9651585		2	0	PF00400(WD40 repeat)--PF16879(Sin3, C-terminal)[pdb=2] | PF12265(Histone-binding protein RBBP4-like, N-terminal)--PF16879(Sin3, C-terminal)[pdb=2]	
Q09028	Q9C0K0	RBBP4	BCL11B	BioGRID		1	Reconstituted Complex	16091750		0	0		
Q09028	Q9H165	RBBP4	BCL11A	BioGRID;PDB		4	Co-crystal Structure;Reconstituted Complex;X-ray	29263092	5VTB	0	0		
Q09028	Q9H7L9	RBBP4	SUDS3	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q09028	Q9HAZ2	RBBP4	PRDM16	Human Protein Atlas (HPA);PDB	intact_biogrid	1	X-ray		6BW4	1	0	PF00400(WD40 repeat)--PF00856(SET domain)[pdb=14]	
Q09028	Q9NVP2	RBBP4	ASF1B	Human Protein Atlas (HPA)	intact_biogrid	0				0	0		
Q09028	Q9UHF7	RBBP4	TRPS1	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q09028	Q9UJQ4	RBBP4	SALL4	BioGRID;PDB		2	Reconstituted Complex;X-ray	29263092	5XWR	0	0		
Q09028	Q9UKY1	RBBP4	ZHX1	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q09028	Q9Y6X8	RBBP4	ZHX2	Human Protein Atlas (HPA)	biogrid_opencell	0				0	0		
Q09472	Q12772	EP300	SREBF2	BioGRID		1	Far Western	8918891		0	0		
